video_path,label
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_17.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_16.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_6.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_24.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_9.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_22.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_21.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_23.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_13.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_8.mov,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_12.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_19.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_10.mp4,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_7.mov,walking
C:\Users\chenah\OneDrive - Cloud Valley (Comm-IT)\Desktop\OOO\HIT\Image Processing\image-processing-project\data\videos\walking\WALKING_15.mp4,walking
